rank,opportunity_score,query,category,source_name,title,price,query_median_price,query_min_price,query_offer_count,query_source_count,price_gap_to_median_pct,demand_proxy,confidence,item_url,image_url,fetched_at
117,64.41,mouse sem fio,mouse,amazon,"Mouse Sem Fio Wireless RGB Premium, Recarregável, Bluetooth/USB 2.4GHz, Sensor Óptico, LED Colorido, 1600 DPI para Notebook, PC, Desktop",19.49,60.34,5.49,91,6,0.6770,6.00,0.90,https://www.amazon.com.br/dp/B0GWK24PJC,https://m.media-amazon.com/images/I/611OouJIZPL._AC_UL320_.jpg,2026-05-02 04:13:04.609 -0300
118,64.29,combo teclado mouse,mouse,amazon,"Combo Teclado e Mouse Bluetooth Ultrafino Sem Fio, Portátil e Recarregável E Teclado sem Fio - Compatível com Tablets Android, Celular, Smartphone, iPhone, iPad mini, Pro Air 10.2 10.9 11 12.9",42.65,119.00,8.83,60,3,0.6416,3000.00,0.90,https://www.amazon.com.br/sspa/click,https://m.media-amazon.com/images/I/51o16JyN-rL._AC_UL320_.jpg,2026-05-03 01:03:02.197 -0300
119,64.10,teclado mecanico,mousepad,amazon,Kit Teclado Gamer Semi Mecanico Iluminado Led para Pc Ps4 Ps5 Xbox Notebook Abnt com Mouse Pad Gamer …,59.90,169.99,16.03,93,6,0.6476,270.00,0.90,https://www.amazon.com.br/sspa/click,https://m.media-amazon.com/images/I/6153gWhw1WL._AC_UL320_.jpg,2026-05-01 10:37:45.190 -0300
120,64.08,headset gamer,headset_fone,mercado_livre,Headset Gamer Apolo Preto Mymax,43.65,151.48,9.80,76,5,0.7118,0.00,0.85,,,2026-05-02 11:49:28.239 -0300
121,64.06,mousepad gamer,mousepad,mercado_livre,Mousepad Gamer Evolut Cor Cinza,11.88,47.00,8.83,69,3,0.7472,0.00,0.85,,,2026-05-02 11:56:53.693 -0300
122,64.06,mousepad gamer,mousepad,mercado_livre,Mousepad Gamer Evolut Cor Azul,11.88,47.00,8.83,69,3,0.7472,0.00,0.85,,,2026-05-02 15:58:26.158 -0300
123,63.97,hub usb,hub_adaptador,amazon,Expansor Hub USB 3.0 4 Portas UH-30A – Alta Velocidade 5Gbps com LED | USB PRETO,12.90,43.99,7.04,53,5,0.7068,0.00,0.90,https://www.amazon.com.br/dp/B0GW1VPJ9D,https://m.media-amazon.com/images/I/41-rMK1KmHL._AC_UL320_.jpg,2026-05-02 16:05:55.737 -0300
124,63.97,hub usb,mouse,amazon,Hub USB 3.0 Extensor 4 Portas de até 5 Gbps Acabamento em Alumínio Compacto - 1x USB 3.0 e 3x USB 2.0 Ideal para Notebook Pen Drive Teclado e Mouse,12.90,43.99,7.04,53,5,0.7068,0.00,0.90,https://www.amazon.com.br/dp/B0GWGFHDK7,https://m.media-amazon.com/images/I/51Yw--1DPxL._AC_UL320_.jpg,2026-05-02 16:09:13.473 -0300
125,63.84,combo teclado mouse,mouse,amazon,"Combo de teclado e mouse Bluetooth ultrafino, portátil, recarregável, teclado sem fio para tablet Android, celular, smartphone, iPhone, iPad mini, Pro Air 10.2 10.9 11 12.9 33.0 cm (preto)",46.99,119.00,8.83,60,3,0.6051,1500.00,0.90,https://www.amazon.com.br/dp/B098QKHRGK,https://m.media-amazon.com/images/I/61KlLFtv-3L._AC_UL320_.jpg,2026-05-02 04:13:44.340 -0300
126,63.84,fone bluetooth,headset_fone,amazon,Fone de ouvido bluetooth sem fio Kaidi kd-770 esportes compativel com android iios TWS 5.0 (Preto),56.90,149.45,19.90,70,3,0.6193,698.00,0.90,https://www.amazon.com.br/dp/B0BZT41P9M,https://m.media-amazon.com/images/I/3194XCwfk3L._AC_UL320_.jpg,2026-05-02 12:57:19.969 -0300
127,63.82,headset gamer,headset_fone,amazon,"Fone De Ouvido Headset Gamer Luz Led RGB Compatível com Computador, Celular, Video Games",55.49,151.48,9.80,76,5,0.6337,463.00,0.90,https://www.amazon.com.br/sspa/click,https://m.media-amazon.com/images/I/61hj6TZ6FwL._AC_UL320_.jpg,2026-05-02 12:35:51.459 -0300
128,63.80,hub usb,mouse,amazon,"Hub USB 3.0 (4 Portas) Expansor até 5Gbps | Acabamento Alumínio | Ideal p/HD Externo, Pen Drive, Teclado, Mouse, PC, Notebook",17.89,43.99,7.04,53,5,0.5933,400.00,0.90,https://www.amazon.com.br/dp/B0FTSHK5KX,https://m.media-amazon.com/images/I/51RWK77o+jL._AC_UL320_.jpg,2026-05-02 04:14:22.978 -0300
129,63.07,fone bluetooth,headset_fone,amazon,"INAVA Fone de Ouvido Bluetooth 3ª Geração, 50 Horas de Bateria, Microfone com Cancelamento de Ruído (ENC), fone de ouvido esportivo Ergonômico, Ideal para Academia/Corrida/Trabalho (Preto)",57.00,149.45,19.90,70,3,0.6186,400.00,0.90,https://www.amazon.com.br/dp/B0GSRB8D19,https://m.media-amazon.com/images/I/511ThB6ouuL._AC_UL320_.jpg,2026-05-02 04:13:56.828 -0300
130,62.72,mouse sem fio,mouse,kabum,Cabo Adaptador Conversor HDMI para VGA F + Áudio F3 - JC- AD-HM/VGA,18.99,60.34,5.49,91,6,0.6853,0.00,0.95,https://www.kabum.com.br/produto/112044/cabo-adaptador-conversor-hdmi-para-vga-f-audio-f3-jc-ad-hm-vga,https://images.kabum.com.br/produtos/fotos/112044/cabo-adaptador-conversor-f3-hdmi-x-vga-f-audio-jc-ad-hm-vga_1659733792_m.jpg,2026-05-01 13:17:15.186 -0300
131,62.67,teclado gamer,teclado,shopee,Teclado Gamer Semi-Mecânico RGB UltraMax ULT-068 Padrão ABNT2 USB Anti-ghosting 65%,72.88,174.98,43.90,91,5,0.5835,504.00,0.75,https://shopee.com.br/Teclado-Gamer-Semi-Mec%C3%A2nico-RGB-UltraMax-ULT-068-Padr%C3%A3o-ABNT2-USB-Anti-ghosting-65--i.1351679961.58202937438,https://down-br.img.susercontent.com/file/br-11134207-81ztc-mj8fq5fce41y2d,2026-05-01 13:11:44.795 -0300
132,62.57,webcam,webcam,amazon,"GONZALUX– Webcam Full HD 1080p com Microfone Embutido, Plug & Play USB Ideal para Vídeo Chamada, Aulas Online, Reuniões,Streaming e Gravações, Foco Automático, Imagem Nítida e Compatível com Notebook.",45.65,139.99,9.81,83,4,0.6739,1.00,0.90,https://www.amazon.com.br/dp/B0G547MY26,https://m.media-amazon.com/images/I/51qW9D7a8hL._AC_UL320_.jpg,2026-05-02 16:06:56.921 -0300
133,62.25,webcam,webcam,kabum,Frete grátis* Webcam Logitech C920e 1080p Vc 960-001401,45.00,139.99,9.81,83,4,0.6785,0.00,0.95,https://www.kabum.com.br/produto/669806/webcam-logitech-c920e-1080p-vc-960-001401,https://images.kabum.com.br/produtos/fotos/sync_mirakl/669806/medium/Webcam-Logitech-C920e-1080p-Vc-960-001401_1770311324.jpg,2026-05-02 04:23:44.631 -0300
134,62.15,adaptador wifi usb,hub_adaptador,amazon,"Antena Wifi Adaptador,Usb Adaptador USB Receptor Wireless 1200Mbps - Antena WiFi para Rede Sem Fio Pc E Notebook upMoura",16.70,43.99,8.83,55,3,0.6204,178.00,0.90,https://www.amazon.com.br/dp/B0CKTMLQZY,https://m.media-amazon.com/images/I/41Ofdtr8BPL._AC_UL320_.jpg,2026-05-02 12:58:10.436 -0300
135,62.13,mouse gamer,mouse,amazon,Fortrek Mouse Gamer RGB BLACK HAWK,51.40,124.10,6.99,94,6,0.5858,164.00,0.90,https://www.amazon.com.br/dp/B09PC4PNHD,https://m.media-amazon.com/images/I/71gaGHKNukL._AC_UL320_.jpg,2026-05-02 23:01:41.279 -0300
136,61.99,hub usb,hub_adaptador,amazon,"Adaptador Multiporta USB Hub, USB Dock Station com 4 Portas USB 3.0 (USB-C)",19.09,43.99,7.04,53,5,0.5660,430.00,0.90,https://www.amazon.com.br/dp/B0CRVW9SW3,https://m.media-amazon.com/images/I/41+2620r4BL._AC_UL320_.jpg,2026-05-02 12:04:20.289 -0300
137,61.94,mouse sem fio,mouse,shopee,"Mouse Sem Fio Wireless - Bateria Interna Recarregável, LED RGB para Home Office",21.90,60.34,5.49,91,6,0.6371,15.00,0.75,https://shopee.com.br/Mouse-Sem-Fio-Wireless-Bateria-Interna-Recarreg%C3%A1vel-LED-RGB-para-Home-Office-i.1630828144.58255996200,https://down-br.img.susercontent.com/file/br-11134207-820ls-ml8ufb7acd8l86,2026-05-01 13:09:59.876 -0300
138,61.81,teclado mecanico,teclado,shopee,Teclado Gamer Semi-Mecânico RGB UltraMax ULT-068 Padrão ABNT2 USB Anti-ghosting 65%,72.88,169.99,16.03,93,6,0.5713,504.00,0.75,https://shopee.com.br/Teclado-Gamer-Semi-Mec%C3%A2nico-RGB-UltraMax-ULT-068-Padr%C3%A3o-ABNT2-USB-Anti-ghosting-65--i.1351679961.58202937438,https://down-br.img.susercontent.com/file/br-11134207-81ztc-mj8fq5fce41y2d,2026-05-01 13:10:46.615 -0300
139,61.74,hub usb,hub_adaptador,shopee,Hub USB 4 em 1 Alumínio Portátil 4 Portas USB 2.0 Plug Play para Notebook e PC MST-012,19.00,43.99,7.04,53,5,0.5681,565.00,0.75,https://shopee.com.br/Hub-USB-4-em-1-Alum%C3%ADnio-Port%C3%A1til-4-Portas-USB-2.0-Plug-Play-para-Notebook-e-PC-MST-012-i.388412677.43679087083,https://down-br.img.susercontent.com/file/sg-11134201-8261l-mlh4i11h5rlua1,2026-05-01 10:42:11.668 -0300
140,61.66,mouse sem fio,mouse,terabyte,"Mouse Vinik Feather VF120, Wireless, 1200 DPI, 3 Botões, Cinza",19.90,60.34,5.49,91,6,0.6702,0.00,0.95,https://www.terabyteshop.com.br/produto/34209/mouse-vinik-feather-vf120-wireless-1200-dpi-3-botoes-cinza,https://img.terabyteshop.com.br/produto/m/mouse-vinik-feather-vf120-wireless-1200-dpi-3-botoes-cinza_227557.jpg,2026-05-02 04:43:39.245 -0300
141,61.65,headset gamer,headset_fone,terabyte,Headset Gamer Ninja Shadow Drivers 50mm Rainbow,49.99,151.48,9.80,76,5,0.6700,0.00,0.95,https://www.terabyteshop.com.br/produto/22021/headset-gamer-ninja-shadow-35mm-usb-pc-rainbow-drivers-50mm-black,https://img.terabyteshop.com.br/produto/m/headset-gamer-ninja-shadow-35mm-usb-pc-rainbow-drivers-50mm-black_147646.png,2026-05-02 04:44:47.892 -0300
142,61.65,headset gamer,headset_fone,terabyte,Headset Gamer Ninja Rainbow RGB Drivers 50mm Black,49.99,151.48,9.80,76,5,0.6700,0.00,0.95,https://www.terabyteshop.com.br/produto/22028/headset-gamer-ninja-rainbow-35mm-usb-pc-rgb-drivers-50mm-black,https://img.terabyteshop.com.br/produto/m/headset-gamer-ninja-rainbow-35mm-usb-pc-rgb-drivers-50mm-black_147635.png,2026-05-02 04:44:47.892 -0300
143,61.56,mouse sem fio,mouse,terabyte,Combo Teclado e Mouse Dr. Office DC100 USB Preto,19.99,60.34,5.49,91,6,0.6687,0.00,0.95,https://www.terabyteshop.com.br/produto/40154/combo-teclado-e-mouse-dr-office-dc100-usb-preto,https://img.terabyteshop.com.br/produto/m/combo-teclado-e-mouse-dr-office-dc100-usb-preto_261597.jpg,2026-05-01 13:19:08.187 -0300
144,61.56,mouse sem fio,mouse,terabyte,"Mouse Vinik Feather VF110, Wireless, 1200 DPI, 3 Botões, Branco De:",19.99,60.34,5.49,91,6,0.6687,0.00,0.95,https://www.terabyteshop.com.br/produto/36276/mouse-vinik-feather-vf110-wireless-1200-dpi-3-botoes-branco,https://img.terabyteshop.com.br/produto/m/mouse-vinik-feather-vf110-wireless-1200-dpi-3-botoes-branco_238721.jpg,2026-05-01 13:19:08.187 -0300
145,61.56,mouse sem fio,mouse,terabyte,"Mouse Vinik Feather VF110, Wireless, 1200 DPI, 3 Botões, Cinza",19.99,60.34,5.49,91,6,0.6687,0.00,0.95,https://www.terabyteshop.com.br/produto/36277/mouse-vinik-feather-vf110-wireless-1200-dpi-3-botoes-cinza,https://img.terabyteshop.com.br/produto/m/mouse-vinik-feather-vf110-wireless-1200-dpi-3-botoes-cinza_238722.jpg,2026-05-02 04:43:39.245 -0300
146,61.56,mouse sem fio,mouse,terabyte,"Mouse Vinik Feather VF110, Wireless, 1200 DPI, 3 Botões, Preto",19.99,60.34,5.49,91,6,0.6687,0.00,0.95,https://www.terabyteshop.com.br/produto/36279/mouse-vinik-feather-vf110-wireless-1200-dpi-3-botoes-preto,https://img.terabyteshop.com.br/produto/m/mouse-vinik-feather-vf110-wireless-1200-dpi-3-botoes-preto_238729.jpg,2026-05-02 04:43:39.245 -0300
147,61.06,mouse gamer,mouse,kabum,"Controle Sony DualSense PS5, Sem Fio, Branco - 3005767",46.12,124.10,6.99,94,6,0.6284,5.00,0.95,https://www.kabum.com.br/produto/115801/controle-sony-dualsense-ps5-sem-fio-branco-3005767,https://images.kabum.com.br/produtos/fotos/115801/controle-sem-fio-ps5-dualsense_1598897393_m.jpg,2026-05-01 13:07:48.749 -0300
148,61.05,mouse sem fio,mouse,mercado_livre,"Mouse sem fio Bluetooth ergonômico, mouse sem fio Ve",20.00,60.34,5.49,91,6,0.6685,0.00,0.85,,,2026-05-03 03:33:09.447 -0300
149,60.75,teclado gamer,teclado,terabyte,Teclado Gamer Fortrek Shortcut Rainbow Membrana ABNT2,59.99,174.98,43.90,91,5,0.6572,0.00,0.95,https://www.terabyteshop.com.br/produto/33911/teclado-gamer-fortrek-shortcut-rainbow-membrana-full-size-abnt2-preto,https://img.terabyteshop.com.br/produto/m/teclado-gamer-fortrek-shortcut-rainbow-membrana-full-size-abnt2-preto_225599.jpg,2026-05-02 04:44:06.185 -0300
150,60.58,webcam,webcam,amazon,"Webcam Full HD 1080p com Microfone Embutido – Câmera USB para Computador, Notebook, Aulas Online, Home Office e Videoconferência – Plug & Play",59.90,139.99,9.81,83,4,0.5721,104.00,0.90,https://www.amazon.com.br/dp/B0FH5WXB4T,https://m.media-amazon.com/images/I/41cuKINrDCL._AC_UL320_.jpg,2026-05-02 15:06:26.243 -0300
151,60.48,cabo usb c,hub_adaptador,terabyte,Adaptador Wireless USB TP-Link 150Mbps TL-WN722N,9.81,28.30,7.99,56,5,0.6534,0.00,0.95,https://www.terabyteshop.com.br/produto/13164/adaptador-wireless-n-usb-tp-link-150mbps-tl-wn722n,https://img.terabyteshop.com.br/produto/m/adaptador-wireless-n-usb-tp-link-150mbps-tl-wn722n_93481.jpg,2026-05-02 04:45:29.178 -0300
152,60.36,mouse sem fio,mouse,aliexpress,GOOJODOQ Bluetooth + 2.4G Mouse de modo duplo recarregável luz colorida 800-1200-1600 DPI clique silencioso design ergonômico,29.00,60.34,5.49,91,6,0.5194,4000.00,0.65,https://pt.aliexpress.com/item/1005010363444764.html,https://ae-pic-a1.aliexpress-media.com/kf/S638bd3201b064bee8895b14301b60475D.jpg_480x480q75.jpg_.avif,2026-05-02 05:44:54.060 -0300
153,60.01,cabo usb c,cabo,amazon,Cabo USB-C para iPhone 2 Metros 30W - Carregamento Turbo Rápido - Compatível com Smartphones e Tablets USB-C - Design Resistente em Nylon Trançado,9.90,28.30,7.99,56,5,0.6502,0.00,0.90,https://www.amazon.com.br/dp/B0GYQ3DXZG,https://m.media-amazon.com/images/I/61DhsHL46+L._AC_UL320_.jpg,2026-05-02 12:58:25.908 -0300
154,59.94,mousepad gamer,mousepad,amazon,Mouse Pad Gamer Speed MPG-101 Preto Fortrek,20.00,47.00,8.83,69,3,0.5745,385.00,0.90,https://www.amazon.com.br/dp/B0D3VLZCGK,https://m.media-amazon.com/images/I/81xvhqvrMPL._AC_UL320_.jpg,2026-05-03 01:04:27.569 -0300
155,59.87,mouse gamer,mouse,amazon,"Mouse Gamer Havit MS1034 White, USB, RGB, 7 Botões, Programação de Macros, Design Ergonômico, Até 8000 DPI, Branco",54.28,124.10,6.99,94,6,0.5626,100.00,0.90,https://www.amazon.com.br/dp/B0D7W6WLQS,https://m.media-amazon.com/images/I/41bQ7QPxvwL._AC_UL320_.jpg,2026-05-02 04:12:50.647 -0300
156,59.86,cabo usb c,cabo,amazon,"Cabo USB-C para USB-C 2 Metros 60W Turbo Carregamento Rápido, Cabo Tipo C Reforçado Ultra Resistente Nylon Trançado, Compatibilidade Universal, Notebook, Tablet, Power Bank",10.90,28.30,7.99,56,5,0.6148,5.00,0.90,https://www.amazon.com.br/dp/B0GW98PFWD,https://m.media-amazon.com/images/I/61GXAqVzFrL._AC_UL320_.jpg,2026-05-02 16:06:25.541 -0300
157,59.49,mouse sem fio,mouse,aliexpress,"Mouse Bettdow Sem Fio Sem Fio 2400DPI 2,4GHz Bluetooth Mouse",30.00,60.34,5.49,91,6,0.5028,5000.00,0.65,https://pt.aliexpress.com/item/1005007558411662.html,https://ae-pic-a1.aliexpress-media.com/kf/Sf10f1fb8bb904c308dbf9ac2ae0aac48P.png_480x480.png_.avif,2026-05-02 05:44:54.060 -0300
158,59.49,mouse sem fio,mouse,mercado_livre,"Mouse sem fio recarregável Sendowtek, mouse sem fio ergonômico 2.4G, mouse USB sem fio silencioso com adaptador de receptor USB para laptop, PC, computador, Macbook (preto)",21.34,60.34,5.49,91,6,0.6463,0.00,0.85,,,2026-04-30 21:21:56.006 -0300
159,59.49,adaptador wifi usb,hub_adaptador,mercado_livre,Adaptador WiFi USB WiFi 2.4G LV-UW06,13.99,43.99,8.83,55,3,0.6820,0.00,0.85,,,2026-04-30 21:51:15.986 -0300
160,59.33,mouse sem fio,mouse,amazon,"Mouse Sem Fio Bluetooth, Recarregável, Ergonômico, Ultra Fino Bluetooth USB-C DPI Ajustável 1600 Compacto, Silencioso para Notebook, PC, Mac, Trabalho, Escritório, Profissional",28.40,60.34,5.49,91,6,0.5293,400.00,0.90,https://www.amazon.com.br/dp/B0GTN1SSW6,https://m.media-amazon.com/images/I/51PkGFdYhwL._AC_UL320_.jpg,2026-05-02 12:56:14.504 -0300
161,59.27,adaptador wifi usb,hub_adaptador,amazon,Adaptador Wireless Antena Wifi 1200mbps Para Pc e Notebook,19.99,43.99,8.83,55,3,0.5456,1100.00,0.90,https://www.amazon.com.br/dp/B082P53YTJ,https://m.media-amazon.com/images/I/41eOOslB3ZL._AC_UL320_.jpg,2026-05-02 12:58:10.436 -0300
162,58.99,mouse gamer,mouse,shopee,"Kit Teclado Mouse Gamer KEEDI-TEC800 Membrana LED USB Preto R$ 43,90 -66% 4.8 São Paulo Encontrar itens similares",43.90,124.10,6.99,94,6,0.6463,0.00,0.75,https://shopee.com.br/Kit-Teclado-Mouse-Gamer-KEEDI-TEC800-Membrana-LED-USB-Preto-i.376716003.22592917677,https://down-br.img.susercontent.com/file/sg-11134201-7rbka-m62wr8amn72874,2026-05-01 10:34:35.881 -0300
163,58.73,mouse sem fio,mouse,mercado_livre,Kit 3 Mouse Sem Fio Monocron Mn4w310 Wireless 2.4ghz Preto Mouse Sem Fio Preto,22.00,60.34,5.49,91,6,0.6354,0.00,0.85,,,2026-04-30 21:22:35.255 -0300
164,58.73,combo teclado mouse,mousepad,terabyte,Mousepad Gamer Vinik Extended Level Up 700x400mm,39.99,119.00,8.83,60,3,0.6639,0.00,0.95,https://www.terabyteshop.com.br/produto/34148/mousepad-gamer-vinik-extended-level-up-grande-700x400mm-mpxlu74,https://img.terabyteshop.com.br/produto/m/mousepad-gamer-vinik-extended-level-up-grande-700x400mm-mpxlu74_227156.jpg,2026-05-02 12:57:13.424 -0300
165,58.47,mouse sem fio,mouse,amazon,Mouse sem Fio Multi USB com 3 Botões e Design Ergonômico – Preto MO251,34.39,60.34,5.49,91,6,0.4301,43900.00,0.90,https://www.amazon.com.br/dp/B074KQYMDZ,https://m.media-amazon.com/images/I/51s1bPUIUtL._AC_UL320_.jpg,2026-05-02 12:56:14.504 -0300
166,58.38,fone bluetooth,headset_fone,mercado_livre,Fone Bluetooth Lenovo X16,49.90,149.45,19.90,70,3,0.6661,0.00,0.85,,,2026-05-02 15:56:04.896 -0300
167,58.23,mousepad gamer,mousepad,amazon,"Mouse Pad Professional Gaming, Havit, Hv-MP830, 30 X 90 cm",24.99,47.00,8.83,69,3,0.4683,32000.00,0.90,https://www.amazon.com.br/dp/B0152HPXXE,https://m.media-amazon.com/images/I/31VsRBgen0L._AC_UL320_.jpg,2026-05-02 04:15:03.115 -0300
168,58.11,fone bluetooth,headset_fone,amazon,Fone De Ouvido Bluetooth Havit Tw969 Tws Com Microfone（Preto）,61.90,149.45,19.90,70,3,0.5858,50.00,0.90,https://www.amazon.com.br/dp/B0DGY3D13G,https://m.media-amazon.com/images/I/51XYQofIpXL._AC_UL320_.jpg,2026-05-02 12:57:19.969 -0300
169,58.06,headset gamer,headset_fone,amazon,"Headset Gamer Rival 307, Fone de Ouvido, Gamer, Iluminação RGB, com Microfone, Conexão P2 3.5mm, Compatível com PS4/PC/Xbox One, (Preto)",69.90,151.48,9.80,76,5,0.5386,91.00,0.90,https://www.amazon.com.br/dp/B0FLFD2VVK,https://m.media-amazon.com/images/I/61UT8WxO4sL._AC_UL320_.jpg,2026-05-02 23:03:07.891 -0300
170,57.71,fone bluetooth,headset_fone,amazon,"Fone de Ouvido Bluetooth 5.4, IPX5 à Prova D'Água, 45h de Bateria, Com Microfone Embutido. Design Esportivo Ergonômico Ideal Para Esportes Corridas Atividades Físicas Videogame IPhone Android Premium",72.90,149.45,19.90,70,3,0.5122,2000.00,0.90,https://www.amazon.com.br/dp/B0FDB9Z96L,https://m.media-amazon.com/images/I/619duhcCzQL._AC_UL320_.jpg,2026-05-02 04:13:56.828 -0300
171,57.68,mouse gamer,mouse,shopee,"Mouse Gamer Havit Ms1029, 7200dpi, Usb, Rgb, 6 Botões Preto",54.97,124.10,6.99,94,6,0.5571,44.00,0.75,https://shopee.com.br/Mouse-Gamer-Havit-Ms1029-7200dpi-Usb-Rgb-6-Bot%C3%B5es-Preto-i.316470031.22894202843,https://down-br.img.susercontent.com/file/sg-11134201-7rdwg-mbrcd7mlny1o39,2026-05-01 13:09:12.911 -0300
172,57.58,webcam,webcam,amazon,"Webcam Full HD 1080p com Microfone Embutido – Câmera USB para Computador, Notebook, Aulas Online, Home Office e Videoconferência – Plug & Play",59.90,139.99,9.81,83,4,0.5721,104.00,0.90,https://www.amazon.com.br/sspa/click,https://m.media-amazon.com/images/I/41cuKINrDCL._AC_UL320_.jpg,2026-05-03 08:05:18.845 -0300
173,57.29,cabo usb c,cabo,amazon,Cabo USB para USB C C3Tech CB-C11BK Preto - Cabo 1Metro Ideal para dispositivos com sistema Android e IOS Suporte a Carregamento e Transferência de Dados,14.90,28.30,7.99,56,5,0.4735,1700.00,0.90,https://www.amazon.com.br/dp/B0B3F7NWN6,https://m.media-amazon.com/images/I/41jACUmWpQL._AC_UL320_.jpg,2026-05-02 05:53:09.954 -0300
174,57.08,cabo usb c,cabo,shopee,Cabo Carregador USB-C + Tipo-C/Lightning Turbo 30W/60W 1M/2M Para iOS E Android A'GOLD,14.98,28.30,7.99,56,5,0.4707,3009.00,0.75,https://shopee.com.br/Cabo-Carregador-USB-C-Tipo-C-Lightning-Turbo-30W-60W-1M-2M-Para-iOS-E-Android-A'GOLD-i.1351688002.23494674657,https://down-br.img.susercontent.com/file/sg-11134253-82631-mkwprglgcb9g50,2026-05-01 13:14:11.507 -0300
175,57.06,mouse sem fio,mouse,kabum,"Cabo HP VGA SVGA, 2 Metros, Preto, DHC-VG100 - 194U0AA",25.87,60.34,5.49,91,6,0.5713,5.00,0.95,https://www.kabum.com.br/produto/354014/cabo-hp-vga-svga-2-metros-preto-dhc-vg100-194u0aa,https://images.kabum.com.br/produtos/fotos/354014/cabo-vga-svga-hp-2m-preto-194u0aa_1655928447_m.jpg,2026-05-01 13:17:15.186 -0300
176,57.03,headset gamer,headset_fone,terabyte,Headset Gamer T-Dagger Ural Black e Green T-RGH202,59.99,151.48,9.80,76,5,0.6040,0.00,0.95,https://www.terabyteshop.com.br/produto/11746/headset-gamer-t-dagger-ural-black-e-green-t-rgh202,https://img.terabyteshop.com.br/produto/m/headset-gamer-t-dagger-ural-black-e-green-t-rgh202_79385.jpg,2026-05-02 04:44:47.892 -0300
177,56.75,teclado gamer,teclado,terabyte,"Teclado Gamer Evolut Fay, 60%, Rainbow, Membrana, ABNT2, Preto, EG-211",69.99,174.98,43.90,91,5,0.6000,0.00,0.95,https://www.terabyteshop.com.br/produto/41290/teclado-gamer-evolut-fay-60-rainbow-membrana-abnt2-preto-eg-211,https://img.terabyteshop.com.br/produto/m/teclado-gamer-evolut-fay-60-rainbow-membrana-abnt2-preto-eg-211_266757.jpg,2026-05-02 04:44:06.185 -0300
178,56.59,adaptador wifi usb,hub_adaptador,mercado_livre,Adaptador Wifi USB Xtrad Nano Wireless 2.4GHz 450Mbps,15.81,43.99,8.83,55,3,0.6406,0.00,0.85,,,2026-05-02 16:01:10.552 -0300
179,56.58,mousepad gamer,mousepad,mercado_livre,Mousepad Gamer - Havit Mp846,16.90,47.00,8.83,69,3,0.6404,0.00,0.85,,,2026-05-02 11:57:29.615 -0300
180,56.55,webcam,webcam,kabum,"Webcam Full HD Logitech C922 Pro Stream com Microfone Embutido, 1080p e Tripé Incluso, Compatível Logitech Capture - 960-001087",61.04,139.99,9.81,83,4,0.5640,5.00,0.95,https://www.kabum.com.br/produto/93393/webcam-full-hd-logitech-c922-pro-stream-com-microfone-embutido-1080p-e-tripe-incluso-compativel-logitech-capture-960-001087,https://images.kabum.com.br/produtos/fotos/93393/webcam-full-hd-logitech-c922-pro-stream-com-microfone-embutido-1080p-e-tripe-incluso-compativel-logitech-capture-960-001087_1771252327_m.jpg,2026-05-02 04:23:44.631 -0300
181,56.25,teclado gamer,teclado,mercado_livre,Teclado Gamer - Tc3204 Hayom,70.00,174.98,43.90,91,5,0.6000,0.00,0.85,,,2026-05-02 12:48:10.490 -0300
182,56.18,headset gamer,headset_fone,amazon,"Havit Headphone Fone de Ouvido H2232d, Gamer, Iluminação RGB, com Microfone, Falante de 50mm, Conector 3.5mm, HAVIT, HV-H2232d, Cabo USB para Iluminação",86.99,151.48,9.80,76,5,0.4257,9500.00,0.90,https://www.amazon.com.br/dp/B07N78G8GB,https://m.media-amazon.com/images/I/516HwNOJoUL._AC_UL320_.jpg,2026-05-02 04:14:10.827 -0300
