rank,opportunity_score,query,category,source_name,title,price,query_median_price,query_min_price,query_offer_count,query_source_count,price_gap_to_median_pct,demand_proxy,confidence,item_url,image_url,fetched_at
183,56.01,adaptador wifi usb,hub_adaptador,amazon,"Adaptador USB Wireless 2.4GHz 950Mbps – Alta Velocidade Wi-Fi, Segurança WPA/WPA2, Plug & Play Compatível com PC e Notebook",16.90,43.99,8.83,55,3,0.6158,1.00,0.90,https://www.amazon.com.br/dp/B0GLHJ8BXY,https://m.media-amazon.com/images/I/31Byg3QArdL._AC_UL320_.jpg,2026-05-02 12:58:10.436 -0300
184,55.98,combo teclado mouse,mouse,amazon,Combo Teclado e Mouse sem Fio Bluetooth Ultrafino e Recarregável para Tablets e Celulares Compatível com Windows/Mac/Android Para Lite P610 Tab S6 - Preto,52.90,119.00,8.83,60,3,0.5555,50.00,0.90,https://www.amazon.com.br/dp/B0FFP6ZFGF,https://m.media-amazon.com/images/I/51QG8GxWaZL._AC_UL320_.jpg,2026-05-02 12:57:05.491 -0300
185,55.92,teclado gamer,teclado,amazon,Teclado Membrana Gamer Redragon Netherbane Preto RGB K521-RGB,91.90,174.98,43.90,91,5,0.4748,549.00,0.90,https://www.amazon.com.br/dp/B0DP7NDDQJ,https://m.media-amazon.com/images/I/71oevbiISHL._AC_UL320_.jpg,2026-05-01 13:15:52.571 -0300
186,55.82,fone bluetooth,headset_fone,amazon,"Fones de Ouvido Bluetooth 5.3 Fones de Ouvido Sem Fio 42 Horas de Reprodução Fones de Ouvido Esportivos com IPX5 à Prova d'Água Fones de Ouvido de Graves Profundos para iOS Android, Preto",75.03,149.45,19.90,70,3,0.4980,1000.00,0.90,https://www.amazon.com.br/dp/B0DQP41H2M,https://m.media-amazon.com/images/I/61A6ljpbnGL._AC_UL320_.jpg,2026-05-02 12:57:19.969 -0300
187,55.70,cabo usb c,cabo,amazon,Cabo USB-C 1 Metro Carregamento Rapido Reforçado Android e Iphone Notebook Tablet Qualidade Premium Carregamento Transferência de Dados Tipo C,12.49,28.30,7.99,56,5,0.5587,50.00,0.90,https://www.amazon.com.br/sspa/click,https://m.media-amazon.com/images/I/51OyZY5g1rL._AC_UL320_.jpg,2026-05-02 21:05:37.070 -0300
188,55.46,mousepad gamer,mousepad,terabyte,Mousepad Gamer Ninja MewMew Control 800x300mm Rosa,17.99,47.00,8.83,69,3,0.6172,0.00,0.95,https://www.terabyteshop.com.br/produto/38592/mousepad-gamer-ninja-mewmew-control-grande-800x300mm-rosa-gn-mp-mmcep,https://img.terabyteshop.com.br/produto/m/mousepad-gamer-ninja-mewmew-control-grande-800x300mm-rosa-gn-mp-mmcep_251718.jpg,2026-05-02 04:45:41.681 -0300
189,54.97,teclado mecanico,teclado,shopee,Teclado Gamer Com Fio Semi-mecânico RGB LED retroiluminado Computador Pc,69.88,169.99,16.03,93,6,0.5889,0.00,0.75,https://shopee.com.br/Teclado-Gamer-Com-Fio-Semi-mec%C3%A2nico-RGB-LED-retroiluminado-Computador-Pc-i.1518800920.22393986739,https://down-br.img.susercontent.com/file/sg-11134201-7rffg-m9rsq7bzuyspcd,2026-05-01 10:37:16.616 -0300
190,54.96,cabo usb c,cabo,amazon,"Geonav Cabo USB-C (tipo C) para USB-C (tipo C), 1,5 metros, nylon trançado, UCC04, Cinza/Branco",16.00,28.30,7.99,56,5,0.4346,2300.00,0.90,https://www.amazon.com.br/dp/B09PRR6R8B,https://m.media-amazon.com/images/I/61+vza7AQqL._AC_UL320_.jpg,2026-05-02 21:05:37.070 -0300
191,54.83,mouse gamer,mouse,amazon,Mouse Gamer Crusader 12800 DPI Branco Fortrek,70.58,124.10,6.99,94,6,0.4313,2500.00,0.90,https://www.amazon.com.br/dp/B0DQ2BN88N,https://m.media-amazon.com/images/I/517l5N+pv1L._AC_UL320_.jpg,2026-05-02 12:35:18.078 -0300
192,54.50,mousepad gamer,mousepad,amazon,"Havit Mouse Pad Grande 70 X 30 Cm Gamer, Hv-MP861, Movimento Suave e Preciso, Costurado, Preto",26.33,47.00,8.83,69,3,0.4398,8400.00,0.90,https://www.amazon.com.br/dp/B07K11FVBY,https://m.media-amazon.com/images/I/71TBDbODFVL._AC_UL320_.jpg,2026-05-02 04:15:03.115 -0300
193,54.46,fone bluetooth,headset_fone,amazon,Fone Kaidi Kd-777 Tws Bluetooth V5.3 Novo 2024 Mod Kd 777,69.90,149.45,19.90,70,3,0.5323,54.00,0.90,https://www.amazon.com.br/dp/B0F68QCY4T,https://m.media-amazon.com/images/I/41h+8V7G1WL._AC_UL320_.jpg,2026-05-02 12:57:19.969 -0300
194,54.15,fone bluetooth,headset_fone,terabyte,Headphone Fortrek HBT1 Bluetooth Drivers 40mm Preto,59.99,149.45,19.90,70,3,0.5986,0.00,0.95,https://www.terabyteshop.com.br/produto/34988/headphone-fortrek-hbt1-bluetooth-drivers-de-40mm-preto,https://img.terabyteshop.com.br/produto/m/headphone-fortrek-hbt1-bluetooth-drivers-de-40mm-preto_231854.jpg,2026-05-02 04:44:33.491 -0300
195,54.14,webcam,webcam,amazon,WebCam Full HD 1080p com microfone Home Office Videoconferências - Premium,67.90,139.99,9.81,83,4,0.5150,15.00,0.90,https://www.amazon.com.br/dp/B0F1HRWQXS,https://m.media-amazon.com/images/I/41QWXGZmIsL._AC_UL320_.jpg,2026-05-03 14:05:16.343 -0300
196,53.96,cabo usb c,cabo,amazon,"Cabo USB-C para USB-C 60W Turbo - Nylon Trançado com Liga de Alumínio, Reforçado, Carregamento Rapido, Transferência de Dados, Certificado, Compatível com Iphone 15/16/17 Pro Max, Android, Notebook",15.49,28.30,7.99,56,5,0.4527,400.00,0.90,https://www.amazon.com.br/dp/B0GTB7K68T,https://m.media-amazon.com/images/I/518VT0420gL._AC_UL320_.jpg,2026-05-02 18:05:27.644 -0300
197,53.85,teclado gamer,mouse,mercado_livre,Kit Teclado Gamer Profissional,75.99,174.98,43.90,91,5,0.5657,0.00,0.85,,,2026-04-30 21:27:00.283 -0300
198,53.74,teclado mecanico,teclado,shopee,Teclado Gamer Semi-Mecânico RGB UltraMax ULT-068 Padrão ABNT2 USB Anti-ghosting 65%,72.88,169.99,16.03,93,6,0.5713,0.00,0.75,https://shopee.com.br/Teclado-Gamer-Semi-Mec%C3%A2nico-RGB-UltraMax-ULT-068-Padr%C3%A3o-ABNT2-USB-Anti-ghosting-65--i.406722479.58204647609,https://down-br.img.susercontent.com/file/br-11134207-81ztc-mkb90qhamrr4d4,2026-05-01 10:37:16.616 -0300
199,53.74,combo teclado mouse,mouse,amazon,Combo Teclado e Mouse Bluetooth Sem Fio Portátil e Recarregável Compatível com Tablets e PCs Ultrafino Kit (Branco),51.99,119.00,8.83,60,3,0.5631,5.00,0.90,https://www.amazon.com.br/dp/B0GQGLHFXP,https://m.media-amazon.com/images/I/61+kuNxTmRL._AC_UL320_.jpg,2026-05-02 04:13:44.340 -0300
200,53.73,fone bluetooth,headset_fone,amazon,"INAVA Fone de Ouvido de Nova Geração,Bluetooth 6.0,50h de Autonomia,À Prova d'Água IPX6,Microfone ENC,Conforto Leve para Esportes,Orelhas Pequenas e Óculos (Roxo)",75.03,149.45,19.90,70,3,0.4980,200.00,0.90,https://www.amazon.com.br/dp/B0G7ZWWWNF,https://m.media-amazon.com/images/I/61qus8DXsdL._AC_UL320_.jpg,2026-05-02 12:57:19.969 -0300
201,53.59,hub usb,hub_adaptador,amazon,"Hub USB-C 7 em 1, com HDMI, 3 Portas USB 3.0, Leitor de Cartão SD e MicroSD, Porta USB-C, Alumínio Cinza - Premium",19.99,43.99,7.04,53,5,0.5456,1.00,0.90,https://www.amazon.com.br/dp/B0GX7C1K48,https://m.media-amazon.com/images/I/61RetufZlBL._AC_UL320_.jpg,2026-05-02 05:52:44.293 -0300
202,53.44,mouse sem fio,mousepad,kabum,"Mousepad Gamer Rise Mode Black Mode, Speed, Estendido (900x300mm) - RG-MP-06-FBK",28.99,60.34,5.49,91,6,0.5196,5.00,0.95,https://www.kabum.com.br/produto/111142/mousepad-gamer-rise-mode-black-mode-speed-estendido-900x300mm-rg-mp-06-fbk,https://images.kabum.com.br/produtos/fotos/111142/mousepad-gamer-rise-mode-black-mode-speed-estendido-900x300mm-rg-mp-06-fbk_1584561621_m.jpg,2026-05-01 13:17:15.186 -0300
203,53.38,mouse sem fio,mousepad,shopee,Kit Mouse Sem Fio Recarregavel Para Notebook Rgb + Mouse Pad Apoio Punho,32.98,60.34,5.49,91,6,0.4534,439.00,0.75,https://shopee.com.br/Kit-Mouse-Sem-Fio-Recarregavel-Para-Notebook-Rgb-Mouse-Pad-Apoio-Punho-i.479201578.58206727055,https://down-br.img.susercontent.com/file/br-11134207-820lt-mn4em1zlktmq29,2026-05-01 13:09:59.876 -0300
204,53.05,webcam,webcam,amazon,"Webcam Premium Full HD 1080P,com Microfone Embutido,Plug & Play,Camera Webcam,Câmera USB para Computador, Notebook, Aulas Online, Home Office e Videoconferência",67.54,139.99,9.81,83,4,0.5175,5.00,0.90,https://www.amazon.com.br/dp/B0FQNLQ7G8,https://m.media-amazon.com/images/I/61j5XSeMH4L._AC_UL320_.jpg,2026-05-02 16:06:56.921 -0300
205,52.90,combo teclado mouse,mouse,mercado_livre,Combo Teclado + Mouse Multilaser,49.05,119.00,8.83,60,3,0.5878,0.00,0.85,,,2026-04-30 21:28:16.394 -0300
206,52.84,combo teclado mouse,mouse,terabyte,Combo Gamer Ninja Legacy 3 em 1 RGB GN-CG-LGTMPB,49.99,119.00,8.83,60,3,0.5799,0.00,0.95,https://www.terabyteshop.com.br/produto/30006/combo-gamer-ninja-legacy-3-em-1-teclado-mouse-e-mousepad-usb-rgb-gn-cg-lgtmpb,https://img.terabyteshop.com.br/produto/m/combo-gamer-ninja-legacy-3-em-1-teclado-mouse-e-mousepad-usb-rgb-gn-cg-lgtmpb_228283.jpg,2026-05-02 04:44:20.413 -0300
207,52.75,teclado gamer,teclado,terabyte,Teclado Mecânico Gamer Ninja Leap Pudim Blue White,79.99,174.98,43.90,91,5,0.5429,0.00,0.95,https://www.terabyteshop.com.br/produto/23652/teclado-mecanico-gamer-ninja-leap-pudim-switch-blue-rgb-rainbow-abnt2-white,https://img.terabyteshop.com.br/produto/m/teclado-mecanico-gamer-ninja-leap-pudim-switch-blue-rgb-rainbow-abnt2-white_161062.png,2026-05-02 04:44:06.185 -0300
208,52.65,teclado gamer,teclado,mercado_livre,Teclado Gamer Knup Kp-2043a,78.99,174.98,43.90,91,5,0.5486,0.00,0.85,,,2026-05-02 12:48:10.490 -0300
209,52.65,cabo usb c,cabo,amazon,"Cabo USB-C Tipo C 60w Trançado De Nylon Compativel com Iphone 15,15 Pro/Max, Compativel iphone16,16 Pro/Max IOS/Android Certificado Premium Reforçado",16.50,28.30,7.99,56,5,0.4170,1000.00,0.90,https://www.amazon.com.br/dp/B0F4R51VV8,https://m.media-amazon.com/images/I/61TpybSDsbL._AC_UL320_.jpg,2026-05-02 04:14:49.022 -0300
210,52.40,cabo usb c,cabo,shopee,Cabo Carregador USB-C + Tipo-C Turbo 60W 1M/2M A'GOLD,16.99,28.30,7.99,56,5,0.3996,3746.00,0.75,https://shopee.com.br/Cabo-Carregador-USB-C-Tipo-C-Turbo-60W-1M-2M-A'GOLD-i.1209041550.21597989754,https://down-br.img.susercontent.com/file/br-11134207-7r98o-m3ic8z7esv6je2,2026-05-01 13:14:11.507 -0300
211,52.38,hub usb,mouse,amazon,"Hub USB 3.0 Com 7 Portas, Botões Individuais, LED, Alta Velocidade (5Gbps) Compatível Com PC Notebook TV Console Mouse PenDrive Teclado Impressora Acabamento Premium",25.40,43.99,7.04,53,5,0.4226,600.00,0.90,https://www.amazon.com.br/dp/B0FDCS9RT8,https://m.media-amazon.com/images/I/51gLPYvvYAL._AC_UL320_.jpg,2026-05-01 13:16:20.315 -0300
212,52.29,teclado gamer,teclado,mercado_livre,Teclado Gamer Maxmidia USB Preto com Teclado Numérico,79.90,174.98,43.90,91,5,0.5434,0.00,0.85,,,2026-05-02 11:38:31.398 -0300
213,52.16,mousepad gamer,mousepad,amazon,"Havit Mouse Pad Grande Gamer MP860, 70 X 30 Cm, Tecido de Malha Fina, Base de Borracha Antiderrapante, Design com Bordas Costuradas, Útil para Cobrir Teclado, Mouse e Outros Objetos, Preto",27.99,47.00,8.83,69,3,0.4045,9300.00,0.90,https://www.amazon.com.br/dp/B07BZCHM16,https://m.media-amazon.com/images/I/510-I3GjwKL._AC_UL320_.jpg,2026-05-03 01:04:27.569 -0300
214,51.97,adaptador wifi usb,hub_adaptador,amazon,"Adaptador WiFi USB com Antena, Wireless, Preto, Conexão sem Fio",20.00,43.99,8.83,55,3,0.5454,3.00,0.90,https://www.amazon.com.br/dp/B0GPBW5VS5,https://m.media-amazon.com/images/I/51C9e7mI3OL._AC_UL320_.jpg,2026-05-02 12:58:10.436 -0300
215,51.86,cabo hdmi,cabo,mercado_livre,Syncwire SW-HD075 Cabo HDMI 4K Cabo HDMI 2.0 Cabo HDMI de alta velocidade de 10 pés,8.00,22.50,8.00,6,1,0.6444,0.00,0.85,,,2026-05-02 16:02:19.000 -0300
216,51.86,cabo hdmi,cabo,mercado_livre,"Cabo HDMI C2g, 4k, Cabo HDMI de alta velocidade, Ethernet",8.00,22.50,8.00,6,1,0.6444,0.00,0.85,,,2026-05-02 16:03:18.192 -0300
217,51.82,hub usb,mouse,amazon,"Hub USB 3.0 (4 Portas) Expansor até 5Gbps | Acabamento Alumínio | Ideal p/HD Externo, Pen Drive, Teclado, Mouse, PC, Notebook",24.30,43.99,7.04,53,5,0.4476,100.00,0.90,https://www.amazon.com.br/dp/B0GT73RN3X,https://m.media-amazon.com/images/I/51Dy3lM7TOL._AC_UL320_.jpg,2026-05-02 10:07:52.704 -0300
218,51.81,teclado mecanico,teclado,terabyte,Teclado Mecânico Gamer Ninja Leap Pudim Blue White,79.99,169.99,16.03,93,6,0.5294,0.00,0.95,https://www.terabyteshop.com.br/produto/23652/teclado-mecanico-gamer-ninja-leap-pudim-switch-blue-rgb-rainbow-abnt2-white,https://img.terabyteshop.com.br/produto/m/teclado-mecanico-gamer-ninja-leap-pudim-switch-blue-rgb-rainbow-abnt2-white_161062.png,2026-05-01 13:19:23.288 -0300
219,51.66,cabo usb c,cabo,amazon,"Cabo USB para Tipo C 2 Metros 60W Turbo Carregamento Rápido, Cabo Tipo C Reforçado Ultra Resistente, Compatibilidade Universal, Notebook, Tablet, Power Bank, Transferência de Dados",16.90,28.30,7.99,56,5,0.4028,1000.00,0.90,https://www.amazon.com.br/dp/B0GR7HVVCB,https://m.media-amazon.com/images/I/61lzGB5rtlL._AC_UL320_.jpg,2026-05-01 13:16:34.143 -0300
220,51.59,teclado gamer,teclado,amazon,"Teclado Gamer Mecânico Lumini EG217, Transparente com Branco, Switch Blue, Layout ABNT2, Compacto 60%, RGB Rainbow, Antighosting, Cabo USB Removível",95.00,174.98,43.90,91,5,0.4571,50.00,0.90,https://www.amazon.com.br/dp/B0GTZVRH8Y,https://m.media-amazon.com/images/I/71lNII2xRiL._AC_UL320_.jpg,2026-05-02 04:13:30.383 -0300
221,51.07,teclado gamer,teclado,amazon,Teclado Mecânico Gamer Switch Blue Led Rgb 7 Cores Rainbow 12 Funções Anti Ghosting Abnt2 Usb para Pc Computador Notebook Mac,107.69,174.98,43.90,91,5,0.3846,1700.00,0.90,https://www.amazon.com.br/dp/B0BSP5Q9PF,https://m.media-amazon.com/images/I/61Tn5a431IL._AC_UL320_.jpg,2026-05-02 04:13:30.383 -0300
222,50.83,mouse sem fio,mouse,amazon,Mouse sem Fio Multi MS350 USB 1200 DPI Ergonômico e Compacto com Alcance de 10m – Preto MO212,39.70,60.34,5.49,91,6,0.3421,14100.00,0.90,https://www.amazon.com.br/dp/B074KR9KLF,https://m.media-amazon.com/images/I/41vBgaxBOFL._AC_UL320_.jpg,2026-05-02 15:03:58.886 -0300
223,50.82,suporte notebook,notebook_acessorio,mercado_livre,Suporte Notebook Rosa Kzs-03 Kazuk,10.00,27.00,10.00,5,1,0.6296,0.00,0.85,,,2026-05-02 16:00:14.147 -0300
224,50.75,webcam,webcam,amazon,"Webcam Full HD 4K para Notebook com Microfone — Plug & Play USB, Ângulo Ajustável 360°, Tripé Incluso + Proteção de Privacidade — Ideal para Home Office, Streaming e Videochamadas (4k)",89.00,139.99,9.81,83,4,0.3642,4000.00,0.90,https://www.amazon.com.br/dp/B0GXHWM17T,https://m.media-amazon.com/images/I/61QSqBzvy4L._AC_UL320_.jpg,2026-05-03 11:05:18.890 -0300
225,50.68,mousepad gamer,mousepad,amazon,Mouse Pad Gamer Speed Extra Grande Desk Pad Profissional com Borda Costurada 70x35 Dragão Azul Premium GAXMARK,26.80,47.00,8.83,69,3,0.4298,753.00,0.90,https://www.amazon.com.br/dp/B0CPFQL7RQ,https://m.media-amazon.com/images/I/718w7JtPUCL._AC_UL320_.jpg,2026-05-02 04:15:03.115 -0300
226,50.64,headset gamer,headset_fone,mercado_livre,Headset Gamer Kp-397 Azul,72.74,151.48,9.80,76,5,0.5198,0.00,0.85,,,2026-05-02 12:48:09.227 -0300
227,50.60,mouse gamer,mouse,amazon,Mouse Gamer Redragon K1ng 1K Preto PAW3327 Cabo USB Tipo-C Removível 12400 DPI M724,75.99,124.10,6.99,94,6,0.3877,1000.00,0.90,https://www.amazon.com.br/dp/B0D41SDLTB,https://m.media-amazon.com/images/I/51h06ltKy4L._AC_UL320_.jpg,2026-05-02 04:12:50.647 -0300
228,50.56,cabo usb c,cabo,amazon,"Cabo USB-C 2 Metros 60W Preto, Reforçado, Nylon Trançado, Carregamento Rápido, Tipo C para Notebook, Celular, i.Phone 15, Samsung, MacBook, Resistente",17.00,28.30,7.99,56,5,0.3993,518.00,0.90,https://www.amazon.com.br/dp/B0DN22TLM5,https://m.media-amazon.com/images/I/61Ha8JRZ95L._AC_UL320_.jpg,2026-05-02 04:14:49.022 -0300
229,50.48,teclado mecanico,teclado,amazon,"Teclado Gamer Mecânico Lumini EG217, Transparente com Branco, Switch Blue, Layout ABNT2, Compacto 60%, RGB Rainbow, Antighosting, Cabo USB Removível",95.00,169.99,16.03,93,6,0.4411,50.00,0.90,https://www.amazon.com.br/dp/B0GTZVRH8Y,https://m.media-amazon.com/images/I/71lNII2xRiL._AC_UL320_.jpg,2026-05-02 04:13:18.483 -0300
230,50.15,hub usb,mouse,amazon,"Hub USB 3.0 Com 7 Portas, Botões Individuais, LED, Alta Velocidade (5Gbps), Compatível Com PC Notebook TV Consoles Mouse PenDrive Teclado Impressora Acabamento Premium",22.90,43.99,7.04,53,5,0.4794,4.00,0.90,https://www.amazon.com.br/dp/B0GMLHBZW9,https://m.media-amazon.com/images/I/61wYF8jTS4L._AC_UL320_.jpg,2026-05-02 16:09:13.473 -0300
231,49.96,mouse sem fio,mouse,terabyte,Combo Teclado e Mouse Keytime Minimal USB Preto,29.99,60.34,5.49,91,6,0.5030,0.00,0.95,https://www.terabyteshop.com.br/produto/35514/combo-teclado-e-mouse-keytime-minimal-usb-preto-kyt0015,https://img.terabyteshop.com.br/produto/m/combo-teclado-e-mouse-keytime-minimal-usb-preto-kyt0015_234689.png,2026-05-02 12:20:05.829 -0300
232,49.94,adaptador wifi usb,hub_adaptador,mercado_livre,Adaptador Wifi Nano Usb - Promocional,19.99,43.99,8.83,55,3,0.5456,0.00,0.85,,,2026-05-02 16:00:31.067 -0300
233,49.93,teclado gamer,teclado,amazon,"Teclado Gamer Membrana Redragon Karura 2 RGB ABNT2 Preto - K502RGB, UNICO",109.90,174.98,43.90,91,5,0.3719,1400.00,0.90,https://www.amazon.com.br/dp/B07Y5MWJPK,https://m.media-amazon.com/images/I/51ChZDbWQzL._AC_UL320_.jpg,2026-05-02 04:13:30.383 -0300
234,49.80,teclado mecanico,teclado,amazon,Teclado Mecânico Gamer Switch Blue Led Rgb 7 Cores Rainbow 12 Funções Anti Ghosting Abnt2 Usb para Pc Computador Notebook Mac,107.69,169.99,16.03,93,6,0.3665,1700.00,0.90,https://www.amazon.com.br/dp/B0BSP5Q9PF,https://m.media-amazon.com/images/I/61Tn5a431IL._AC_UL320_.jpg,2026-05-02 04:13:18.483 -0300
235,49.75,teclado mecanico,teclado,terabyte,Teclado Mecânico Ninja Leap Pudim Switch Blue ABNT2,84.99,169.99,16.03,93,6,0.5000,0.00,0.95,https://www.terabyteshop.com.br/produto/34406/teclado-mecanico-gamer-ninja-leap-pudim-switch-blue-rainbow-abnt2-full-size-white-gn-kb-lpfswpruab,https://img.terabyteshop.com.br/produto/m/teclado-mecanico-gamer-ninja-leap-pudim-switch-blue-rainbow-abnt2-full-size-white-gn-kb-lpfswpruab_228664.jpg,2026-05-01 13:19:23.288 -0300
236,49.65,cabo usb c,cabo,mercado_livre,"Cabo USB: cabo USB tipo C preto com entrada USB C macho, saída USB C fêmea",13.99,28.30,7.99,56,5,0.5057,0.00,0.85,,,2026-05-02 16:02:14.237 -0300
237,49.52,mousepad gamer,mousepad,amazon,"Havit Mouse Pad Gamer MP845 - Grande - 700 x 300 x 3 mm, Superfície Jacquard Premium, Base de Borracha Antiderrapante, Costurado",25.99,47.00,8.83,69,3,0.4470,121.00,0.90,https://www.amazon.com.br/dp/B09N7R3DV1,https://m.media-amazon.com/images/I/51MhpZf-C4L._AC_UL320_.jpg,2026-05-02 12:58:40.267 -0300
238,49.47,fone bluetooth,headset_fone,terabyte,Fone de Ouvido Fortrek HWS1 Bluetooth Drivers 13mm,69.99,149.45,19.90,70,3,0.5317,0.00,0.95,https://www.terabyteshop.com.br/produto/34987/fone-de-ouvido-fortrek-hws1-bluetooth-drivers-de-13mm-preto,https://img.terabyteshop.com.br/produto/m/fone-de-ouvido-fortrek-hws1-bluetooth-drivers-de-13mm-preto_231850.jpg,2026-05-02 04:44:33.491 -0300
239,49.33,teclado gamer,teclado,mercado_livre,Teclado gamer Seisa M200,87.30,174.98,43.90,91,5,0.5011,0.00,0.85,,,2026-04-30 21:27:00.283 -0300
240,48.97,adaptador wifi usb,hub_adaptador,amazon,"Adaptador WiFi USB com Antena, Wireless, Preto, Conexão sem Fio",20.00,43.99,8.83,55,3,0.5454,3.00,0.90,https://www.amazon.com.br/sspa/click,https://m.media-amazon.com/images/I/51C9e7mI3OL._AC_UL320_.jpg,2026-05-02 08:06:44.851 -0300
241,48.82,hub usb,mouse,amazon,"Hub USB 3.0 (4 Portas) Expansor até 5Gbps | Acabamento Alumínio | Ideal p/HD Externo, Pen Drive, Teclado, Mouse, PC, Notebook",24.30,43.99,7.04,53,5,0.4476,100.00,0.90,https://www.amazon.com.br/sspa/click,https://m.media-amazon.com/images/I/51Dy3lM7TOL._AC_UL320_.jpg,2026-05-01 13:16:20.315 -0300
242,48.77,fone bluetooth,headset_fone,amazon,Xiaomi Redmi Buds 6 Play,91.99,149.45,19.90,70,3,0.3845,2000.00,0.90,https://www.amazon.com.br/dp/B0DB52X2ZW,https://m.media-amazon.com/images/I/51DVGGv77KL._AC_UL320_.jpg,2026-05-03 11:03:58.231 -0300
243,48.75,teclado gamer,mouse,kabum,"Mouse Gamer com Fio Attack Shark R1 Ultraleve e design Ergonômico, 12.800 DPI, 6 Botões - Branco",89.99,174.98,43.90,91,5,0.4857,0.00,0.95,https://www.kabum.com.br/produto/904364/mouse-gamer-com-fio-attack-shark-r1-ultraleve-e-design-ergonomico-12-800-dpi-6-botoes-branco,https://images.kabum.com.br/produtos/fotos/904364/mouse-gamer-attack-shark-r1-white_1771274097_m.jpg,2026-05-01 13:17:42.067 -0300
244,48.75,teclado gamer,teclado,kabum,"Caixa de Som Redragon GS500 Stentor, LED, 3W x 2, P2 - GS500",89.99,174.98,43.90,91,5,0.4857,0.00,0.95,https://www.kabum.com.br/produto/109214/caixa-de-som-redragon-gs500-stentor-led-3w-x-2-p2-gs500,https://images.kabum.com.br/produtos/fotos/109214/caixa-de-som-redragon-gs500-stentor-led-5w-x-2-p2-gs500_1579779841_m.jpg,2026-05-01 13:17:42.067 -0300
245,48.41,teclado mecanico,teclado,terabyte,Teclado Mecânico Corsair K70 RGB PRO Cherry MX Brown,88.24,169.99,16.03,93,6,0.4809,0.00,0.95,https://www.terabyteshop.com.br/produto/34057/teclado-mecanico-gamer-corsair-k70-rgb-pro-switch-cherry-mx-brown-ansi-preto-ch-9109412-na,https://img.terabyteshop.com.br/produto/m/teclado-mecanico-gamer-corsair-k70-rgb-pro-switch-cherry-mx-brown-ansi-preto-ch-9109412-na_226530.jpg,2026-05-01 13:19:23.288 -0300
246,48.41,teclado mecanico,teclado,terabyte,Teclado Mecânico Corsair K70 RGB PRO Cherry MX Red,88.24,169.99,16.03,93,6,0.4809,0.00,0.95,https://www.terabyteshop.com.br/produto/39935/teclado-mecanico-gamer-corsair-k70-rgb-pro-switch-cherry-mx-red-ansi-preto-ch-9109410-na,https://img.terabyteshop.com.br/produto/m/teclado-mecanico-gamer-corsair-k70-rgb-pro-switch-cherry-mx-red-ansi-preto-ch-9109410-na_258354.jpg,2026-05-02 04:43:53.980 -0300
247,48.32,teclado mecanico,teclado,aliexpress,"Teclado mecânico para jogos com fio, 61 teclas, rgb, eixo vermelho, eixo verde, luz misturada, teclado ergonômico, acessórios para computador",87.00,169.99,16.03,93,6,0.4882,1.00,0.65,https://pt.aliexpress.com/item/1005012108374997.html,https://ae-pic-a1.aliexpress-media.com/kf/Sa54eacafc53d41c9a1372a957510fffeo.jpg_480x480q75.jpg_.avif,2026-05-02 05:45:03.147 -0300
248,48.28,combo teclado mouse,mouse,mercado_livre,Combo Teclado E Mouse Usb Fio Corporativo Bright,56.90,119.00,8.83,60,3,0.5218,0.00,0.85,,,2026-04-30 21:28:16.394 -0300
249,48.22,mouse gamer,mouse,shopee,"Kit Gamer Teclado e Mouse Iluminação RGB Com Fio USB Semi Mecânico PC Notebook H8 R$ 62,99 -51% 4.9 São Paulo Encontrar itens similares",62.99,124.10,6.99,94,6,0.4924,0.00,0.75,https://shopee.com.br/Kit-Gamer-Teclado-e-Mouse-Ilumina%C3%A7%C3%A3o-RGB-Com-Fio-USB-Semi-Mec%C3%A2nico-PC-Notebook-H8-i.1492670075.58201740931,https://down-br.img.susercontent.com/file/br-11134207-7r98o-mdliw24eq0up3f,2026-05-01 10:34:35.881 -0300
250,48.07,combo teclado mouse,mouse,amazon,Combo Mouse e Teclado CCI 20 Preto Intelbras,66.26,119.00,8.83,60,3,0.4432,48.00,0.90,https://www.amazon.com.br/dp/B0C3NPVVHK,https://m.media-amazon.com/images/I/5150u+m+FzL._AC_UL320_.jpg,2026-05-02 04:13:44.340 -0300
